id,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21
121688,0.53145,0.50532,0.56162,0.51188,0.4844,0.56442,0.47256000000000004,0.44533999999999996,0.38915,0.532,0.46729,0.5079199999999999,0.47086000000000006,0.55093,0.51867,0.41365,0.53955,0.54393,0.55481,0.47361000000000003,0.43777
30226,0.52376,0.34136,0.62957,0.33998,0.4003,0.38087,0.5148,0.49956999999999996,0.55728,0.46015,0.35334,0.3548,0.40449,0.5746,0.37945999999999996,0.41518,0.59849,0.64741,0.4635,0.63505,0.6322
20760,0.49985,0.6623399999999999,0.48678999999999994,0.59701,0.55499,0.62232,0.38201999999999997,0.5110100000000001,0.33875,0.71263,0.5282600000000001,0.60834,0.5039100000000001,0.50349,0.46352,0.48428000000000004,0.4918,0.48286999999999997,0.40852,0.42678999999999995,0.28874
6065,0.63843,0.60288,0.44601999999999997,0.56204,0.54709,0.47626999999999997,0.51985,0.3715,0.41081999999999996,0.58394,0.5584399999999999,0.60343,0.57199,0.53566,0.52585,0.52809,0.42546000000000006,0.45202,0.55815,0.39006,0.37113
33513,0.47353,0.60575,0.58268,0.50459,0.42961000000000005,0.56317,0.5144,0.5114,0.3336,0.62866,0.41718,0.49138999999999994,0.42508,0.62697,0.52048,0.44361999999999996,0.56289,0.58836,0.45048999999999995,0.47711000000000003,0.37463
68921,0.56599,0.34071999999999997,0.6695800000000001,0.31183,0.32471,0.34387,0.69184,0.40553,0.48158999999999996,0.3682,0.32256999999999997,0.32687,0.39253000000000005,0.7068399999999999,0.56261,0.37645,0.60865,0.68197,0.6560699999999999,0.57781,0.64695
131719,0.43545,0.66909,0.55471,0.53427,0.4966,0.70048,0.43104,0.56502,0.22536,0.71936,0.45769,0.54146,0.43503000000000003,0.5805100000000001,0.51563,0.42363999999999996,0.5545800000000001,0.55443,0.41368,0.46533,0.30582
25648,0.5907100000000001,0.44955,0.55935,0.34856,0.41811000000000004,0.32966999999999996,0.60819,0.45629,0.50459,0.51961,0.39603,0.40823000000000004,0.45946000000000004,0.62239,0.43272,0.49182,0.5249699999999999,0.60478,0.47858,0.57038,0.57107
38073,0.37815,0.50466,0.72737,0.42467,0.32449,0.52664,0.58231,0.54508,0.20409000000000002,0.5513100000000001,0.31414000000000003,0.41575,0.30064,0.74195,0.6784399999999999,0.25965,0.69602,0.70499,0.61375,0.5070399999999999,0.41331
119153,0.67982,0.74585,0.39555,0.63876,0.54028,0.44918,0.61139,0.31827,0.31476,0.62397,0.5997100000000001,0.6781,0.61252,0.5980300000000001,0.62552,0.5909300000000001,0.368,0.41018999999999994,0.5846,0.27971,0.25456
20810,0.41235,0.35799000000000003,0.8231299999999999,0.2753,0.20847,0.56588,0.73829,0.49096000000000006,0.25984,0.34889000000000003,0.19744,0.22313000000000002,0.25173,0.83511,0.69647,0.229,0.7506,0.80958,0.6974899999999999,0.61046,0.6349100000000001
72378,0.6221899999999999,0.73165,0.37863,0.65751,0.6187,0.6363300000000001,0.42313,0.40908,0.36727,0.69093,0.619,0.67169,0.61648,0.46429,0.45788,0.5998100000000001,0.37590999999999997,0.38642,0.42299,0.35399,0.26897
36515,0.46101000000000003,0.44297,0.6733,0.39094,0.36039,0.41015,0.58227,0.50183,0.34576999999999997,0.51675,0.34581,0.41455,0.35693,0.68775,0.59112,0.32471,0.64082,0.6693,0.59734,0.53433,0.4886
99876,0.80591,0.85845,0.24201,0.7608699999999999,0.6744,0.6039100000000001,0.5675899999999999,0.21671999999999997,0.33596,0.64161,0.74678,0.78795,0.76794,0.48582,0.58381,0.73001,0.21749000000000002,0.25725,0.5654,0.18475,0.19324000000000002
89894,0.3841,0.45416999999999996,0.6768,0.35520999999999997,0.40196,0.57987,0.45366999999999996,0.62615,0.33444,0.61156,0.32534,0.37459000000000003,0.32973,0.61493,0.44504,0.32865,0.66673,0.68481,0.41563,0.63031,0.50855
145018,0.47686000000000006,0.55324,0.58921,0.50468,0.43832,0.47392,0.49563999999999997,0.5041899999999999,0.33505999999999997,0.5982,0.42886,0.51244,0.42118,0.60721,0.53715,0.40324,0.57316,0.5835899999999999,0.50084,0.4716,0.38095
46061,0.5208,0.29341999999999996,0.69229,0.36423,0.31906999999999996,0.24789,0.59591,0.44065,0.55472,0.35784,0.3184,0.34831999999999996,0.36538000000000004,0.64904,0.49878999999999996,0.35564,0.64251,0.68616,0.59554,0.58697,0.62754
111375,0.37422,0.30829,0.79982,0.26454,0.2846,0.55783,0.57704,0.57162,0.34618000000000004,0.43173999999999996,0.22386,0.24825,0.25417,0.7205,0.55793,0.21983000000000003,0.75627,0.78701,0.59291,0.67364,0.6431399999999999
50727,0.5547300000000001,0.66051,0.42102,0.6209600000000001,0.61711,0.6302399999999999,0.33021999999999996,0.48912,0.41518999999999995,0.7113,0.5819300000000001,0.6354,0.5665600000000001,0.42081,0.37276,0.55286,0.43194,0.42441999999999996,0.35014,0.43041999999999997,0.30765
151186,0.46401000000000003,0.62078,0.5596899999999999,0.54918,0.48441999999999996,0.6010800000000001,0.44915,0.5180899999999999,0.27618000000000004,0.65793,0.46548999999999996,0.55283,0.44296,0.57949,0.5412899999999999,0.41273000000000004,0.5528,0.5485800000000001,0.47881999999999997,0.44401,0.32136
85971,0.46552,0.45013000000000003,0.58104,0.48825,0.49003,0.51537,0.34679,0.54869,0.49948000000000004,0.5826,0.43393999999999994,0.47666000000000003,0.43087,0.47573000000000004,0.35102,0.42008999999999996,0.57889,0.57189,0.38127,0.5665,0.47188
152965,0.51737,0.54905,0.55937,0.4682,0.45982,0.49718999999999997,0.51422,0.48998,0.36061,0.5959899999999999,0.4397,0.49501999999999996,0.45116000000000006,0.59548,0.50269,0.44067,0.54097,0.56957,0.48704,0.49344,0.42412
27220,0.39828,0.51281,0.66698,0.394,0.38513000000000003,0.47923999999999994,0.5211600000000001,0.5889300000000001,0.26981,0.6340899999999999,0.34504,0.43593000000000004,0.33515,0.67611,0.55807,0.32069000000000003,0.65365,0.67227,0.5000899999999999,0.54908,0.42431
15018,0.52652,0.55209,0.57015,0.47848999999999997,0.43828,0.44054,0.56118,0.45843999999999996,0.33815,0.57709,0.43927,0.51118,0.44648999999999994,0.63566,0.57502,0.42031,0.54538,0.57403,0.56109,0.45669,0.40226999999999996
141982,0.35824,0.34686999999999996,0.78066,0.24076999999999998,0.26774000000000003,0.30506,0.59234,0.63007,0.36561,0.53904,0.21428000000000003,0.29034,0.23433,0.7502300000000001,0.52593,0.25196,0.75257,0.7997,0.5082,0.6739,0.58394
89555,0.41294,0.48486999999999997,0.6617,0.41801000000000005,0.40248,0.56992,0.48241999999999996,0.5675100000000001,0.31338,0.58036,0.3567,0.41847,0.35516,0.62684,0.5141,0.33488,0.64436,0.65518,0.48499,0.56138,0.46203999999999995
140853,0.41533000000000003,0.47955,0.67333,0.39702,0.36941999999999997,0.53062,0.51525,0.5726100000000001,0.33297,0.56104,0.32886,0.38608000000000003,0.34263000000000005,0.6483,0.49206000000000005,0.35589,0.6502100000000001,0.6776300000000001,0.44833,0.58127,0.48857
31442,0.51485,0.5996600000000001,0.52272,0.4837,0.48451000000000005,0.51505,0.47408,0.525,0.38739,0.6593899999999999,0.4535,0.50821,0.46913999999999995,0.56111,0.42026,0.5026,0.5140600000000001,0.54961,0.36984,0.5062800000000001,0.4011
109858,0.56816,0.72855,0.43799,0.58437,0.57331,0.64677,0.48013999999999996,0.45343999999999995,0.2543,0.71765,0.56343,0.63262,0.55314,0.54909,0.5431199999999999,0.52061,0.43373999999999996,0.44972,0.48053999999999997,0.37695,0.27119
91792,0.39679000000000003,0.08333,0.85416,0.14504,0.21636,0.29463,0.5675399999999999,0.5844600000000001,0.62534,0.29213,0.13883,0.11896,0.21395,0.67804,0.37195,0.23583,0.80095,0.8595799999999999,0.5069100000000001,0.82258,0.85656
19092,0.42727,0.51827,0.63074,0.43353,0.42862,0.59712,0.46902,0.56742,0.30905,0.6072,0.38024,0.43835,0.37947,0.6067899999999999,0.49259,0.36651,0.6173,0.63017,0.45371000000000006,0.55183,0.44409
62073,0.58502,0.57612,0.47047,0.46528,0.51758,0.48149,0.47697,0.4902,0.47838,0.63195,0.48227,0.5017,0.5230199999999999,0.5147,0.34205,0.57334,0.45928,0.51444,0.33282,0.52646,0.45908999999999994
7879,0.36043000000000003,0.45214,0.68985,0.37643000000000004,0.39962,0.61453,0.42155,0.64113,0.32944,0.60632,0.32039,0.37251,0.31787,0.59938,0.43217,0.31726,0.68191,0.68876,0.39393,0.63372,0.50048
43972,0.48162,0.49,0.60004,0.47373000000000004,0.43851999999999997,0.49468999999999996,0.46745,0.51051,0.40492,0.55391,0.4121,0.46581000000000006,0.41875,0.5714600000000001,0.46686000000000005,0.40814,0.58192,0.59532,0.46607,0.5250199999999999,0.45491000000000004
76114,0.55908,0.53741,0.5005,0.50615,0.54599,0.667,0.4154,0.46821,0.42871000000000004,0.57697,0.50008,0.50478,0.51928,0.47801000000000005,0.39826,0.49268999999999996,0.48771000000000003,0.5029,0.43237,0.51066,0.46179
87609,0.43163,0.30351999999999996,0.71618,0.2553,0.34051,0.41173000000000004,0.52061,0.58782,0.49631000000000003,0.48305,0.26603000000000004,0.27649,0.31243000000000004,0.63253,0.38950999999999997,0.33288,0.6873,0.73722,0.4426,0.70954,0.66804
101766,0.48673,0.5844699999999999,0.58321,0.48394,0.45706,0.67902,0.51674,0.49336,0.26306999999999997,0.59187,0.4316,0.47966000000000003,0.43743999999999994,0.6162,0.5596300000000001,0.40523000000000003,0.56037,0.5784199999999999,0.5210899999999999,0.48099,0.40599
125652,0.5452899999999999,0.49345,0.60352,0.45648999999999995,0.39566,0.46433,0.6040399999999999,0.42158,0.37881,0.47276999999999997,0.40476,0.4462,0.43683,0.65125,0.5727399999999999,0.41778999999999994,0.56111,0.6016699999999999,0.58795,0.48246999999999995,0.48171
1586,0.37908000000000003,0.38375,0.74612,0.26826,0.31335999999999997,0.45233,0.56688,0.61229,0.33971,0.54615,0.25082,0.3038,0.2734,0.71478,0.51632,0.27704,0.7186899999999999,0.76112,0.50279,0.65991,0.57599
122331,0.23881999999999998,0.27756,0.89212,0.15621,0.21444000000000002,0.4912,0.54496,0.73643,0.30627,0.5252100000000001,0.11167,0.16766,0.13013,0.77053,0.49416000000000004,0.14936,0.86498,0.90049,0.4586,0.7882399999999999,0.66398
105969,0.48733000000000004,0.55852,0.60013,0.46718999999999994,0.42635,0.52456,0.55418,0.48677,0.28233,0.58699,0.41653999999999997,0.48928,0.41776,0.65276,0.59592,0.38437,0.5758800000000001,0.598,0.56357,0.47057,0.3994
152768,0.46085,0.64135,0.53778,0.5220600000000001,0.5138,0.62142,0.43088999999999994,0.5502100000000001,0.25374,0.7146899999999999,0.47562,0.55987,0.45066999999999996,0.5663600000000001,0.51321,0.42296999999999996,0.5402100000000001,0.54015,0.44159,0.46278,0.31647
30364,0.46651000000000004,0.5011899999999999,0.6322,0.39846,0.39696,0.47015,0.55665,0.52635,0.32697,0.57903,0.36939,0.43238999999999994,0.38234,0.66177,0.5439,0.3717,0.60827,0.64275,0.5211899999999999,0.5372399999999999,0.46358999999999995
99916,0.5347,0.55598,0.59702,0.37117,0.38633,0.54814,0.6614399999999999,0.47476,0.30104000000000003,0.54878,0.37075,0.39621,0.42441999999999996,0.70439,0.55558,0.44855,0.55535,0.63165,0.51674,0.52995,0.5008600000000001
81495,0.57593,0.47661000000000003,0.6600699999999999,0.39247,0.29141,0.33921,0.8028,0.35106,0.32029,0.38983,0.34483,0.39795,0.40063000000000004,0.80798,0.74106,0.37787,0.5882,0.66477,0.7550600000000001,0.44971000000000005,0.5122399999999999
104261,0.56562,0.46785,0.49283000000000005,0.46226999999999996,0.5467,0.50084,0.37489,0.5026,0.5603600000000001,0.5841,0.48591999999999996,0.48693000000000003,0.5139699999999999,0.43417,0.28026,0.52237,0.48886999999999997,0.51364,0.343,0.5725100000000001,0.51736
69138,0.52513,0.43323,0.62411,0.41665,0.39065,0.48825,0.55677,0.46058000000000004,0.44542,0.45171000000000006,0.37379,0.3901,0.41738000000000003,0.6129600000000001,0.47748999999999997,0.41928999999999994,0.58421,0.62675,0.51146,0.55533,0.5533100000000001
100656,0.62187,0.47073000000000004,0.5321899999999999,0.49551000000000006,0.45946000000000004,0.37967,0.56548,0.36341999999999997,0.49158,0.45821000000000006,0.47584,0.50471,0.5102800000000001,0.57438,0.5203399999999999,0.47518,0.49413,0.53062,0.59733,0.45477,0.4865
99364,0.46135,0.40024,0.62352,0.44138999999999995,0.45383999999999997,0.59477,0.38237,0.54197,0.48615,0.50532,0.39048,0.40112,0.40692,0.4982,0.35614,0.39446,0.6079600000000001,0.611,0.40334000000000003,0.60929,0.55088
25339,0.5233899999999999,0.54143,0.61173,0.43033000000000005,0.4024,0.50658,0.64552,0.43259,0.25927,0.54227,0.40746,0.47163999999999995,0.42178000000000004,0.71354,0.68419,0.36377,0.57286,0.61048,0.67916,0.4521,0.42735
130929,0.4059,0.43651999999999996,0.71077,0.38550999999999996,0.33726999999999996,0.38991,0.5595899999999999,0.5489,0.31654,0.5418,0.31672,0.4081,0.31219,0.70272,0.59858,0.28198,0.6843600000000001,0.7014600000000001,0.58008,0.5485300000000001,0.46848
64051,0.5131600000000001,0.5594600000000001,0.5794100000000001,0.45532,0.43828,0.54214,0.5597300000000001,0.47723999999999994,0.30805,0.5803699999999999,0.42395,0.47803999999999996,0.43875,0.6384,0.5614899999999999,0.41805,0.55329,0.58663,0.53768,0.48346999999999996,0.42528999999999995
102954,0.41563,0.41646000000000005,0.6762,0.41634,0.40193,0.47968999999999995,0.45948999999999995,0.5536399999999999,0.37463,0.54569,0.35833000000000004,0.42546000000000006,0.34846,0.60741,0.51366,0.30239,0.65994,0.65782,0.53112,0.5661,0.48358
20216,0.5501199999999999,0.47507,0.56614,0.4764,0.45374,0.47507,0.50568,0.44417,0.45293999999999995,0.50238,0.44058,0.47076999999999997,0.46551000000000003,0.56171,0.47153999999999996,0.44643,0.5381600000000001,0.56439,0.5121399999999999,0.50615,0.48788000000000004
50072,0.50034,0.64367,0.52955,0.50322,0.48733999999999994,0.57235,0.4982,0.5169199999999999,0.2803,0.6792100000000001,0.46471999999999997,0.5370699999999999,0.46346000000000004,0.59692,0.51473,0.46296000000000004,0.52049,0.54556,0.44297,0.46163999999999994,0.34676
16410,0.44265,0.5653199999999999,0.5999,0.48993000000000003,0.44627,0.58368,0.45979,0.54769,0.30808,0.62683,0.41381,0.48628000000000005,0.40585,0.59368,0.5010600000000001,0.39726,0.58885,0.59626,0.4455,0.50593,0.3899
66303,0.44371000000000005,0.51881,0.6267,0.44226000000000004,0.4272,0.56571,0.49285,0.5403600000000001,0.30424,0.59544,0.39066,0.45483999999999997,0.38791,0.6210100000000001,0.53193,0.36049000000000003,0.60995,0.62243,0.5033,0.52662,0.43282
105812,0.47888000000000003,0.55914,0.62159,0.45018,0.38652,0.47545,0.59536,0.4924,0.2771,0.57526,0.38626,0.46626000000000006,0.39528,0.6914100000000001,0.60773,0.38511999999999996,0.5917899999999999,0.62602,0.55501,0.47712,0.40687
58256,0.50531,0.49642,0.58535,0.47261000000000003,0.43778999999999996,0.37474,0.5058199999999999,0.48641999999999996,0.40503,0.56943,0.42801000000000006,0.5030899999999999,0.42868,0.5979300000000001,0.5153300000000001,0.40621999999999997,0.56753,0.5852,0.52187,0.49075,0.42628999999999995
72559,0.50393,0.59958,0.56284,0.5245,0.45336000000000004,0.54046,0.52167,0.47555,0.29975,0.6007100000000001,0.45164,0.5267,0.45018,0.61423,0.56298,0.43056000000000005,0.54243,0.55928,0.5162,0.44204,0.36229
118766,0.497,0.45448999999999995,0.71053,0.30627,0.28383,0.47496000000000005,0.76142,0.44927,0.26773,0.44437,0.28667,0.32495,0.34074,0.816,0.6976100000000001,0.32341,0.64791,0.7235699999999999,0.69207,0.54145,0.55821
10192,0.37968,0.43406999999999996,0.72312,0.38561999999999996,0.32721999999999996,0.44109,0.52359,0.5844199999999999,0.34165,0.5414399999999999,0.29425,0.37485999999999997,0.29686,0.6802199999999999,0.52942,0.29996999999999996,0.6985600000000001,0.7167600000000001,0.49131,0.58618,0.48953
93820,0.51622,0.56803,0.49415,0.53859,0.56701,0.66425,0.34465999999999997,0.52069,0.41462,0.6443,0.51073,0.53976,0.50768,0.44565,0.36196,0.48927,0.49696,0.49425,0.36344,0.5092899999999999,0.40659
103522,0.44519,0.41173000000000004,0.70427,0.37701,0.31672,0.35096,0.59422,0.51549,0.383,0.48208999999999996,0.30737,0.3772,0.32786,0.70135,0.56228,0.32574000000000003,0.66695,0.70285,0.5599,0.5615600000000001,0.51955
148291,0.5220100000000001,0.56196,0.55183,0.49986,0.46913,0.55047,0.49904,0.47653999999999996,0.3598,0.58216,0.4527,0.50248,0.46385,0.57834,0.49933999999999995,0.45119,0.53188,0.55442,0.48238000000000003,0.47943,0.41488
6375,0.50853,0.48518,0.6196,0.40746,0.39879000000000003,0.45358999999999994,0.58763,0.47408999999999996,0.35458,0.53151,0.38532,0.43661000000000005,0.4078,0.66323,0.56728,0.38406999999999997,0.5869300000000001,0.62622,0.57509,0.51618,0.4819
10861,0.63288,0.61335,0.46085,0.57877,0.5093300000000001,0.46643999999999997,0.54019,0.3706,0.42378999999999994,0.55203,0.53442,0.57929,0.5596300000000001,0.55011,0.5073,0.55316,0.43304,0.46863,0.51164,0.39244,0.37735
66102,0.47036999999999995,0.53099,0.61247,0.45116999999999996,0.40521,0.38968,0.54306,0.5169600000000001,0.33105999999999997,0.60075,0.39616,0.48713999999999996,0.39421,0.65276,0.55745,0.38461,0.5936899999999999,0.61836,0.51936,0.49238000000000004,0.40344
12761,0.5215,0.5252,0.58343,0.458,0.43051999999999996,0.47831,0.55284,0.46743999999999997,0.35938000000000003,0.55242,0.42128999999999994,0.47525,0.43831000000000003,0.62571,0.54128,0.42073999999999995,0.55601,0.58827,0.53661,0.48951000000000006,0.44383
108496,0.50345,0.6402100000000001,0.5684899999999999,0.51867,0.44016000000000005,0.59143,0.57277,0.46537,0.22403,0.60898,0.44592,0.52451,0.44619,0.6611,0.62769,0.42089,0.5423899999999999,0.5666100000000001,0.55691,0.41973999999999995,0.34153
49267,0.544,0.42428,0.6049100000000001,0.37085,0.42768999999999996,0.60069,0.54765,0.46303999999999995,0.44481000000000004,0.46448999999999996,0.3834,0.3646,0.43928,0.5922,0.4492,0.4278,0.56602,0.61648,0.51073,0.5904,0.5999399999999999
